time,free,used
2019-07-12 11:48:25,1023.9961,0
2019-07-12 11:48:24,1023.9961,0
2019-07-12 11:48:23,1023.9961,0
2019-07-12 11:48:22,1023.9961,0
2019-07-12 11:48:21,1023.9961,0
2019-07-12 11:48:20,1023.9961,0
2019-07-12 11:48:19,1023.9961,0
2019-07-12 11:48:18,1023.9961,0
2019-07-12 11:48:17,1023.9961,0
2019-07-12 11:48:16,1023.9961,0
2019-07-12 11:48:15,1023.9961,0
2019-07-12 11:48:14,1023.9961,0
2019-07-12 11:48:13,1023.9961,0
2019-07-12 11:48:12,1023.9961,0
2019-07-12 11:48:11,1023.9961,0
2019-07-12 11:48:10,1023.9961,0
2019-07-12 11:48:09,1023.9961,0
2019-07-12 11:48:08,1023.9961,0
2019-07-12 11:48:07,1023.9961,0
2019-07-12 11:48:06,1023.9961,0
2019-07-12 11:48:05,1023.9961,0
2019-07-12 11:48:04,1023.9961,0
2019-07-12 11:48:03,1023.9961,0
2019-07-12 11:48:02,1023.9961,0
2019-07-12 11:48:01,1023.9961,0
2019-07-12 11:48:00,1023.9961,0
2019-07-12 11:47:59,1023.9961,0
2019-07-12 11:47:58,1023.9961,0
2019-07-12 11:47:57,1023.9961,0
2019-07-12 11:47:56,1023.9961,0
2019-07-12 11:47:55,1023.9961,0
2019-07-12 11:47:54,1023.9961,0
2019-07-12 11:47:53,1023.9961,0
2019-07-12 11:47:52,1023.9961,0
2019-07-12 11:47:51,1023.9961,0
2019-07-12 11:47:50,1023.9961,0
2019-07-12 11:47:49,1023.9961,0
2019-07-12 11:47:48,1023.9961,0
2019-07-12 11:47:47,1023.9961,0
2019-07-12 11:47:46,1023.9961,0
2019-07-12 11:47:45,1023.9961,0
2019-07-12 11:47:44,1023.9961,0
2019-07-12 11:47:43,1023.9961,0
2019-07-12 11:47:42,1023.9961,0
2019-07-12 11:47:41,1023.9961,0
2019-07-12 11:47:40,1023.9961,0
2019-07-12 11:47:39,1023.9961,0
2019-07-12 11:47:38,1023.9961,0
2019-07-12 11:47:37,1023.9961,0
2019-07-12 11:47:36,1023.9961,0
2019-07-12 11:47:35,1023.9961,0
2019-07-12 11:47:34,1023.9961,0
2019-07-12 11:47:33,1023.9961,0
2019-07-12 11:47:32,1023.9961,0
2019-07-12 11:47:31,1023.9961,0
2019-07-12 11:47:30,1023.9961,0
2019-07-12 11:47:29,1023.9961,0
2019-07-12 11:47:28,1023.9961,0
2019-07-12 11:47:27,1023.9961,0
2019-07-12 11:47:26,1023.9961,0
2019-07-12 11:47:25,1023.9961,0
2019-07-12 11:47:24,1023.9961,0
2019-07-12 11:47:23,1023.9961,0
2019-07-12 11:47:22,1023.9961,0
2019-07-12 11:47:21,1023.9961,0
2019-07-12 11:47:20,1023.9961,0
2019-07-12 11:47:19,1023.9961,0
2019-07-12 11:47:18,1023.9961,0
2019-07-12 11:47:17,1023.9961,0
2019-07-12 11:47:16,1023.9961,0
2019-07-12 11:47:15,1023.9961,0
2019-07-12 11:47:14,1023.9961,0
2019-07-12 11:47:13,1023.9961,0
2019-07-12 11:47:12,1023.9961,0
2019-07-12 11:47:11,1023.9961,0
2019-07-12 11:47:10,1023.9961,0
2019-07-12 11:47:09,1023.9961,0
2019-07-12 11:47:08,1023.9961,0
2019-07-12 11:47:07,1023.9961,0
2019-07-12 11:47:06,1023.9961,0
2019-07-12 11:47:05,1023.9961,0
2019-07-12 11:47:04,1023.9961,0
2019-07-12 11:47:03,1023.9961,0
2019-07-12 11:47:02,1023.9961,0
2019-07-12 11:47:01,1023.9961,0
2019-07-12 11:47:00,1023.9961,0
2019-07-12 11:46:59,1023.9961,0
2019-07-12 11:46:58,1023.9961,0
2019-07-12 11:46:57,1023.9961,0
2019-07-12 11:46:56,1023.9961,0
2019-07-12 11:46:55,1023.9961,0
2019-07-12 11:46:54,1023.9961,0
2019-07-12 11:46:53,1023.9961,0
2019-07-12 11:46:52,1023.9961,0
2019-07-12 11:46:51,1023.9961,0
2019-07-12 11:46:50,1023.9961,0
2019-07-12 11:46:49,1023.9961,0
2019-07-12 11:46:48,1023.9961,0
2019-07-12 11:46:47,1023.9961,0
2019-07-12 11:46:46,1023.9961,0
2019-07-12 11:46:45,1023.9961,0
2019-07-12 11:46:44,1023.9961,0
2019-07-12 11:46:43,1023.9961,0
2019-07-12 11:46:42,1023.9961,0
2019-07-12 11:46:41,1023.9961,0
2019-07-12 11:46:40,1023.9961,0
2019-07-12 11:46:39,1023.9961,0
2019-07-12 11:46:38,1023.9961,0
2019-07-12 11:46:37,1023.9961,0
2019-07-12 11:46:36,1023.9961,0
2019-07-12 11:46:35,1023.9961,0
2019-07-12 11:46:34,1023.9961,0
2019-07-12 11:46:33,1023.9961,0
2019-07-12 11:46:32,1023.9961,0
2019-07-12 11:46:31,1023.9961,0
2019-07-12 11:46:30,1023.9961,0
2019-07-12 11:46:29,1023.9961,0
2019-07-12 11:46:28,1023.9961,0
2019-07-12 11:46:27,1023.9961,0
2019-07-12 11:46:26,1023.9961,0
2019-07-12 11:46:25,1023.9961,0
2019-07-12 11:46:24,1023.9961,0
2019-07-12 11:46:23,1023.9961,0
2019-07-12 11:46:22,1023.9961,0
2019-07-12 11:46:21,1023.9961,0
2019-07-12 11:46:20,1023.9961,0
2019-07-12 11:46:19,1023.9961,0
2019-07-12 11:46:18,1023.9961,0
2019-07-12 11:46:17,1023.9961,0
2019-07-12 11:46:16,1023.9961,0
2019-07-12 11:46:15,1023.9961,0
2019-07-12 11:46:14,1023.9961,0
2019-07-12 11:46:13,1023.9961,0
2019-07-12 11:46:12,1023.9961,0
2019-07-12 11:46:11,1023.9961,0
2019-07-12 11:46:10,1023.9961,0
2019-07-12 11:46:09,1023.9961,0
2019-07-12 11:46:08,1023.9961,0
2019-07-12 11:46:07,1023.9961,0
2019-07-12 11:46:06,1023.9961,0
2019-07-12 11:46:05,1023.9961,0
2019-07-12 11:46:04,1023.9961,0
2019-07-12 11:46:03,1023.9961,0
2019-07-12 11:46:02,1023.9961,0
2019-07-12 11:46:01,1023.9961,0
2019-07-12 11:46:00,1023.9961,0
2019-07-12 11:45:59,1023.9961,0
2019-07-12 11:45:58,1023.9961,0
2019-07-12 11:45:57,1023.9961,0
2019-07-12 11:45:56,1023.9961,0
2019-07-12 11:45:55,1023.9961,0
2019-07-12 11:45:54,1023.9961,0
2019-07-12 11:45:53,1023.9961,0
2019-07-12 11:45:52,1023.9961,0
2019-07-12 11:45:51,1023.9961,0
2019-07-12 11:45:50,1023.9961,0
2019-07-12 11:45:49,1023.9961,0
2019-07-12 11:45:48,1023.9961,0
2019-07-12 11:45:47,1023.9961,0
2019-07-12 11:45:46,1023.9961,0
2019-07-12 11:45:45,1023.9961,0
2019-07-12 11:45:44,1023.9961,0
2019-07-12 11:45:43,1023.9961,0
2019-07-12 11:45:42,1023.9961,0
2019-07-12 11:45:41,1023.9961,0
2019-07-12 11:45:40,1023.9961,0
2019-07-12 11:45:39,1023.9961,0
2019-07-12 11:45:38,1023.9961,0
2019-07-12 11:45:37,1023.9961,0
2019-07-12 11:45:36,1023.9961,0
2019-07-12 11:45:35,1023.9961,0
2019-07-12 11:45:34,1023.9961,0
2019-07-12 11:45:33,1023.9961,0
2019-07-12 11:45:32,1023.9961,0
2019-07-12 11:45:31,1023.9961,0
2019-07-12 11:45:30,1023.9961,0
2019-07-12 11:45:29,1023.9961,0
2019-07-12 11:45:28,1023.9961,0
2019-07-12 11:45:27,1023.9961,0
2019-07-12 11:45:26,1023.9961,0
2019-07-12 11:45:25,1023.9961,0
2019-07-12 11:45:24,1023.9961,0
2019-07-12 11:45:23,1023.9961,0
2019-07-12 11:45:22,1023.9961,0
2019-07-12 11:45:21,1023.9961,0
2019-07-12 11:45:20,1023.9961,0
2019-07-12 11:45:19,1023.9961,0
2019-07-12 11:45:18,1023.9961,0
2019-07-12 11:45:17,1023.9961,0
2019-07-12 11:45:16,1023.9961,0
2019-07-12 11:45:15,1023.9961,0
2019-07-12 11:45:14,1023.9961,0
2019-07-12 11:45:13,1023.9961,0
2019-07-12 11:45:12,1023.9961,0
2019-07-12 11:45:11,1023.9961,0
2019-07-12 11:45:10,1023.9961,0
2019-07-12 11:45:09,1023.9961,0
2019-07-12 11:45:08,1023.9961,0
2019-07-12 11:45:07,1023.9961,0
2019-07-12 11:45:06,1023.9961,0
2019-07-12 11:45:05,1023.9961,0
2019-07-12 11:45:04,1023.9961,0
2019-07-12 11:45:03,1023.9961,0
2019-07-12 11:45:02,1023.9961,0
2019-07-12 11:45:01,1023.9961,0
2019-07-12 11:45:00,1023.9961,0
2019-07-12 11:44:59,1023.9961,0
2019-07-12 11:44:58,1023.9961,0
2019-07-12 11:44:57,1023.9961,0
2019-07-12 11:44:56,1023.9961,0
2019-07-12 11:44:55,1023.9961,0
2019-07-12 11:44:54,1023.9961,0
2019-07-12 11:44:53,1023.9961,0
2019-07-12 11:44:52,1023.9961,0
2019-07-12 11:44:51,1023.9961,0
2019-07-12 11:44:50,1023.9961,0
2019-07-12 11:44:49,1023.9961,0
2019-07-12 11:44:48,1023.9961,0
2019-07-12 11:44:47,1023.9961,0
2019-07-12 11:44:46,1023.9961,0
2019-07-12 11:44:45,1023.9961,0
2019-07-12 11:44:44,1023.9961,0
2019-07-12 11:44:43,1023.9961,0
2019-07-12 11:44:42,1023.9961,0
2019-07-12 11:44:41,1023.9961,0
2019-07-12 11:44:40,1023.9961,0
2019-07-12 11:44:39,1023.9961,0
2019-07-12 11:44:38,1023.9961,0
2019-07-12 11:44:37,1023.9961,0
2019-07-12 11:44:36,1023.9961,0
2019-07-12 11:44:35,1023.9961,0
2019-07-12 11:44:34,1023.9961,0
2019-07-12 11:44:33,1023.9961,0
2019-07-12 11:44:32,1023.9961,0
2019-07-12 11:44:31,1023.9961,0
2019-07-12 11:44:30,1023.9961,0
2019-07-12 11:44:29,1023.9961,0
2019-07-12 11:44:28,1023.9961,0
2019-07-12 11:44:27,1023.9961,0
2019-07-12 11:44:26,1023.9961,0
2019-07-12 11:44:25,1023.9961,0
2019-07-12 11:44:24,1023.9961,0
2019-07-12 11:44:23,1023.9961,0
2019-07-12 11:44:22,1023.9961,0
2019-07-12 11:44:21,1023.9961,0
2019-07-12 11:44:20,1023.9961,0
2019-07-12 11:44:19,1023.9961,0
2019-07-12 11:44:18,1023.9961,0
2019-07-12 11:44:17,1023.9961,0
2019-07-12 11:44:16,1023.9961,0
2019-07-12 11:44:15,1023.9961,0
2019-07-12 11:44:14,1023.9961,0
2019-07-12 11:44:13,1023.9961,0
2019-07-12 11:44:12,1023.9961,0
2019-07-12 11:44:11,1023.9961,0
2019-07-12 11:44:10,1023.9961,0
2019-07-12 11:44:09,1023.9961,0
2019-07-12 11:44:08,1023.9961,0
2019-07-12 11:44:07,1023.9961,0
2019-07-12 11:44:06,1023.9961,0
2019-07-12 11:44:05,1023.9961,0
2019-07-12 11:44:04,1023.9961,0
2019-07-12 11:44:03,1023.9961,0
2019-07-12 11:44:02,1023.9961,0
2019-07-12 11:44:01,1023.9961,0
2019-07-12 11:44:00,1023.9961,0
2019-07-12 11:43:59,1023.9961,0
2019-07-12 11:43:58,1023.9961,0
2019-07-12 11:43:57,1023.9961,0
2019-07-12 11:43:56,1023.9961,0
2019-07-12 11:43:55,1023.9961,0
2019-07-12 11:43:54,1023.9961,0
2019-07-12 11:43:53,1023.9961,0
2019-07-12 11:43:52,1023.9961,0
2019-07-12 11:43:51,1023.9961,0
2019-07-12 11:43:50,1023.9961,0
2019-07-12 11:43:49,1023.9961,0
2019-07-12 11:43:48,1023.9961,0
2019-07-12 11:43:47,1023.9961,0
2019-07-12 11:43:46,1023.9961,0
2019-07-12 11:43:45,1023.9961,0
2019-07-12 11:43:44,1023.9961,0
2019-07-12 11:43:43,1023.9961,0
2019-07-12 11:43:42,1023.9961,0
2019-07-12 11:43:41,1023.9961,0
2019-07-12 11:43:40,1023.9961,0
2019-07-12 11:43:39,1023.9961,0
2019-07-12 11:43:38,1023.9961,0
2019-07-12 11:43:37,1023.9961,0
2019-07-12 11:43:36,1023.9961,0
2019-07-12 11:43:35,1023.9961,0
2019-07-12 11:43:34,1023.9961,0
2019-07-12 11:43:33,1023.9961,0
2019-07-12 11:43:32,1023.9961,0
2019-07-12 11:43:31,1023.9961,0
2019-07-12 11:43:30,1023.9961,0
2019-07-12 11:43:29,1023.9961,0
2019-07-12 11:43:28,1023.9961,0
2019-07-12 11:43:27,1023.9961,0
2019-07-12 11:43:26,1023.9961,0
2019-07-12 11:43:25,1023.9961,0
2019-07-12 11:43:24,1023.9961,0
2019-07-12 11:43:23,1023.9961,0
2019-07-12 11:43:22,1023.9961,0
2019-07-12 11:43:21,1023.9961,0
2019-07-12 11:43:20,1023.9961,0
2019-07-12 11:43:19,1023.9961,0
2019-07-12 11:43:18,1023.9961,0
2019-07-12 11:43:17,1023.9961,0
2019-07-12 11:43:16,1023.9961,0
2019-07-12 11:43:15,1023.9961,0
2019-07-12 11:43:14,1023.9961,0
2019-07-12 11:43:13,1023.9961,0
2019-07-12 11:43:12,1023.9961,0
2019-07-12 11:43:11,1023.9961,0
2019-07-12 11:43:10,1023.9961,0
2019-07-12 11:43:09,1023.9961,0
2019-07-12 11:43:08,1023.9961,0
2019-07-12 11:43:07,1023.9961,0
2019-07-12 11:43:06,1023.9961,0
2019-07-12 11:43:05,1023.9961,0
2019-07-12 11:43:04,1023.9961,0
2019-07-12 11:43:03,1023.9961,0
2019-07-12 11:43:02,1023.9961,0
2019-07-12 11:43:01,1023.9961,0
2019-07-12 11:43:00,1023.9961,0
2019-07-12 11:42:59,1023.9961,0
2019-07-12 11:42:58,1023.9961,0
2019-07-12 11:42:57,1023.9961,0
2019-07-12 11:42:56,1023.9961,0
2019-07-12 11:42:55,1023.9961,0
2019-07-12 11:42:54,1023.9961,0
2019-07-12 11:42:53,1023.9961,0
2019-07-12 11:42:52,1023.9961,0
2019-07-12 11:42:51,1023.9961,0
2019-07-12 11:42:50,1023.9961,0
2019-07-12 11:42:49,1023.9961,0
2019-07-12 11:42:48,1023.9961,0
2019-07-12 11:42:47,1023.9961,0
2019-07-12 11:42:46,1023.9961,0
2019-07-12 11:42:45,1023.9961,0
2019-07-12 11:42:44,1023.9961,0
2019-07-12 11:42:43,1023.9961,0
2019-07-12 11:42:42,1023.9961,0
2019-07-12 11:42:41,1023.9961,0
2019-07-12 11:42:40,1023.9961,0
2019-07-12 11:42:39,1023.9961,0
2019-07-12 11:42:38,1023.9961,0
2019-07-12 11:42:37,1023.9961,0
2019-07-12 11:42:36,1023.9961,0
2019-07-12 11:42:35,1023.9961,0
2019-07-12 11:42:34,1023.9961,0
2019-07-12 11:42:33,1023.9961,0
2019-07-12 11:42:32,1023.9961,0
2019-07-12 11:42:31,1023.9961,0
2019-07-12 11:42:30,1023.9961,0
2019-07-12 11:42:29,1023.9961,0
2019-07-12 11:42:28,1023.9961,0
2019-07-12 11:42:27,1023.9961,0
2019-07-12 11:42:26,1023.9961,0
2019-07-12 11:42:25,1023.9961,0
2019-07-12 11:42:24,1023.9961,0
2019-07-12 11:42:23,1023.9961,0
2019-07-12 11:42:22,1023.9961,0
2019-07-12 11:42:21,1023.9961,0
2019-07-12 11:42:20,1023.9961,0
2019-07-12 11:42:19,1023.9961,0
2019-07-12 11:42:18,1023.9961,0
2019-07-12 11:42:17,1023.9961,0
2019-07-12 11:42:16,1023.9961,0
2019-07-12 11:42:15,1023.9961,0
2019-07-12 11:42:14,1023.9961,0
2019-07-12 11:42:13,1023.9961,0
2019-07-12 11:42:12,1023.9961,0
2019-07-12 11:42:11,1023.9961,0
2019-07-12 11:42:10,1023.9961,0
2019-07-12 11:42:09,1023.9961,0
2019-07-12 11:42:08,1023.9961,0
2019-07-12 11:42:07,1023.9961,0
2019-07-12 11:42:06,1023.9961,0
2019-07-12 11:42:05,1023.9961,0
2019-07-12 11:42:04,1023.9961,0
2019-07-12 11:42:03,1023.9961,0
2019-07-12 11:42:02,1023.9961,0
2019-07-12 11:42:01,1023.9961,0
2019-07-12 11:42:00,1023.9961,0
2019-07-12 11:41:59,1023.9961,0
2019-07-12 11:41:58,1023.9961,0
2019-07-12 11:41:57,1023.9961,0
2019-07-12 11:41:56,1023.9961,0
2019-07-12 11:41:55,1023.9961,0
2019-07-12 11:41:54,1023.9961,0
2019-07-12 11:41:53,1023.9961,0
2019-07-12 11:41:52,1023.9961,0
2019-07-12 11:41:51,1023.9961,0
2019-07-12 11:41:50,1023.9961,0
2019-07-12 11:41:49,1023.9961,0
2019-07-12 11:41:48,1023.9961,0
2019-07-12 11:41:47,1023.9961,0
2019-07-12 11:41:46,1023.9961,0
2019-07-12 11:41:45,1023.9961,0
2019-07-12 11:41:44,1023.9961,0
2019-07-12 11:41:43,1023.9961,0
2019-07-12 11:41:42,1023.9961,0
2019-07-12 11:41:41,1023.9961,0
2019-07-12 11:41:40,1023.9961,0
2019-07-12 11:41:39,1023.9961,0
2019-07-12 11:41:38,1023.9961,0
2019-07-12 11:41:37,1023.9961,0
2019-07-12 11:41:36,1023.9961,0
2019-07-12 11:41:35,1023.9961,0
2019-07-12 11:41:34,1023.9961,0
2019-07-12 11:41:33,1023.9961,0
2019-07-12 11:41:32,1023.9961,0
2019-07-12 11:41:31,1023.9961,0
2019-07-12 11:41:30,1023.9961,0
2019-07-12 11:41:29,1023.9961,0
2019-07-12 11:41:28,1023.9961,0
2019-07-12 11:41:27,1023.9961,0
2019-07-12 11:41:26,1023.9961,0
2019-07-12 11:41:25,1023.9961,0
2019-07-12 11:41:24,1023.9961,0
2019-07-12 11:41:23,1023.9961,0
2019-07-12 11:41:22,1023.9961,0
2019-07-12 11:41:21,1023.9961,0
2019-07-12 11:41:20,1023.9961,0
2019-07-12 11:41:19,1023.9961,0
2019-07-12 11:41:18,1023.9961,0
2019-07-12 11:41:17,1023.9961,0
2019-07-12 11:41:16,1023.9961,0
2019-07-12 11:41:15,1023.9961,0
2019-07-12 11:41:14,1023.9961,0
2019-07-12 11:41:13,1023.9961,0
2019-07-12 11:41:12,1023.9961,0
2019-07-12 11:41:11,1023.9961,0
2019-07-12 11:41:10,1023.9961,0
2019-07-12 11:41:09,1023.9961,0
2019-07-12 11:41:08,1023.9961,0
2019-07-12 11:41:07,1023.9961,0
2019-07-12 11:41:06,1023.9961,0
2019-07-12 11:41:05,1023.9961,0
2019-07-12 11:41:04,1023.9961,0
2019-07-12 11:41:03,1023.9961,0
2019-07-12 11:41:02,1023.9961,0
2019-07-12 11:41:01,1023.9961,0
2019-07-12 11:41:00,1023.9961,0
2019-07-12 11:40:59,1023.9961,0
2019-07-12 11:40:58,1023.9961,0
2019-07-12 11:40:57,1023.9961,0
2019-07-12 11:40:56,1023.9961,0
2019-07-12 11:40:55,1023.9961,0
2019-07-12 11:40:54,1023.9961,0
2019-07-12 11:40:53,1023.9961,0
2019-07-12 11:40:52,1023.9961,0
2019-07-12 11:40:51,1023.9961,0
2019-07-12 11:40:50,1023.9961,0
2019-07-12 11:40:49,1023.9961,0
2019-07-12 11:40:48,1023.9961,0
2019-07-12 11:40:47,1023.9961,0
2019-07-12 11:40:46,1023.9961,0
2019-07-12 11:40:45,1023.9961,0
2019-07-12 11:40:44,1023.9961,0
2019-07-12 11:40:43,1023.9961,0
2019-07-12 11:40:42,1023.9961,0
2019-07-12 11:40:41,1023.9961,0
2019-07-12 11:40:40,1023.9961,0
2019-07-12 11:40:39,1023.9961,0
2019-07-12 11:40:38,1023.9961,0
2019-07-12 11:40:37,1023.9961,0
2019-07-12 11:40:36,1023.9961,0
2019-07-12 11:40:35,1023.9961,0
2019-07-12 11:40:34,1023.9961,0
2019-07-12 11:40:33,1023.9961,0
2019-07-12 11:40:32,1023.9961,0
2019-07-12 11:40:31,1023.9961,0
2019-07-12 11:40:30,1023.9961,0
2019-07-12 11:40:29,1023.9961,0
2019-07-12 11:40:28,1023.9961,0
2019-07-12 11:40:27,1023.9961,0
2019-07-12 11:40:26,1023.9961,0
2019-07-12 11:40:25,1023.9961,0
2019-07-12 11:40:24,1023.9961,0
2019-07-12 11:40:23,1023.9961,0
2019-07-12 11:40:22,1023.9961,0
2019-07-12 11:40:21,1023.9961,0
2019-07-12 11:40:20,1023.9961,0
2019-07-12 11:40:19,1023.9961,0
2019-07-12 11:40:18,1023.9961,0
2019-07-12 11:40:17,1023.9961,0
2019-07-12 11:40:16,1023.9961,0
2019-07-12 11:40:15,1023.9961,0
2019-07-12 11:40:14,1023.9961,0
2019-07-12 11:40:13,1023.9961,0
2019-07-12 11:40:12,1023.9961,0
2019-07-12 11:40:11,1023.9961,0
2019-07-12 11:40:10,1023.9961,0
2019-07-12 11:40:09,1023.9961,0
2019-07-12 11:40:08,1023.9961,0
2019-07-12 11:40:07,1023.9961,0
2019-07-12 11:40:06,1023.9961,0
2019-07-12 11:40:05,1023.9961,0
2019-07-12 11:40:04,1023.9961,0
2019-07-12 11:40:03,1023.9961,0
2019-07-12 11:40:02,1023.9961,0
2019-07-12 11:40:01,1023.9961,0
2019-07-12 11:40:00,1023.9961,0
2019-07-12 11:39:59,1023.9961,0
2019-07-12 11:39:58,1023.9961,0
2019-07-12 11:39:57,1023.9961,0
2019-07-12 11:39:56,1023.9961,0
2019-07-12 11:39:55,1023.9961,0
2019-07-12 11:39:54,1023.9961,0
2019-07-12 11:39:53,1023.9961,0
2019-07-12 11:39:52,1023.9961,0
2019-07-12 11:39:51,1023.9961,0
2019-07-12 11:39:50,1023.9961,0
2019-07-12 11:39:49,1023.9961,0
2019-07-12 11:39:48,1023.9961,0
2019-07-12 11:39:47,1023.9961,0
2019-07-12 11:39:46,1023.9961,0
2019-07-12 11:39:45,1023.9961,0
2019-07-12 11:39:44,1023.9961,0
2019-07-12 11:39:43,1023.9961,0
2019-07-12 11:39:42,1023.9961,0
2019-07-12 11:39:41,1023.9961,0
2019-07-12 11:39:40,1023.9961,0
2019-07-12 11:39:39,1023.9961,0
2019-07-12 11:39:38,1023.9961,0
2019-07-12 11:39:37,1023.9961,0
2019-07-12 11:39:36,1023.9961,0
2019-07-12 11:39:35,1023.9961,0
2019-07-12 11:39:34,1023.9961,0
2019-07-12 11:39:33,1023.9961,0
2019-07-12 11:39:32,1023.9961,0
2019-07-12 11:39:31,1023.9961,0
2019-07-12 11:39:30,1023.9961,0
2019-07-12 11:39:29,1023.9961,0
2019-07-12 11:39:28,1023.9961,0
2019-07-12 11:39:27,1023.9961,0
2019-07-12 11:39:26,1023.9961,0
2019-07-12 11:39:25,1023.9961,0
2019-07-12 11:39:24,1023.9961,0
2019-07-12 11:39:23,1023.9961,0
2019-07-12 11:39:22,1023.9961,0
2019-07-12 11:39:21,1023.9961,0
2019-07-12 11:39:20,1023.9961,0
2019-07-12 11:39:19,1023.9961,0
2019-07-12 11:39:18,1023.9961,0
2019-07-12 11:39:17,1023.9961,0
2019-07-12 11:39:16,1023.9961,0
2019-07-12 11:39:15,1023.9961,0
2019-07-12 11:39:14,1023.9961,0
2019-07-12 11:39:13,1023.9961,0
2019-07-12 11:39:12,1023.9961,0
2019-07-12 11:39:11,1023.9961,0
2019-07-12 11:39:10,1023.9961,0
2019-07-12 11:39:09,1023.9961,0
2019-07-12 11:39:08,1023.9961,0
2019-07-12 11:39:07,1023.9961,0
2019-07-12 11:39:06,1023.9961,0
2019-07-12 11:39:05,1023.9961,0
2019-07-12 11:39:04,1023.9961,0
2019-07-12 11:39:03,1023.9961,0
2019-07-12 11:39:02,1023.9961,0
2019-07-12 11:39:01,1023.9961,0
2019-07-12 11:39:00,1023.9961,0
2019-07-12 11:38:59,1023.9961,0
2019-07-12 11:38:58,1023.9961,0
2019-07-12 11:38:57,1023.9961,0
2019-07-12 11:38:56,1023.9961,0
2019-07-12 11:38:55,1023.9961,0
2019-07-12 11:38:54,1023.9961,0
2019-07-12 11:38:53,1023.9961,0
2019-07-12 11:38:52,1023.9961,0
2019-07-12 11:38:51,1023.9961,0
2019-07-12 11:38:50,1023.9961,0
2019-07-12 11:38:49,1023.9961,0
2019-07-12 11:38:48,1023.9961,0
2019-07-12 11:38:47,1023.9961,0
2019-07-12 11:38:46,1023.9961,0
2019-07-12 11:38:45,1023.9961,0
2019-07-12 11:38:44,1023.9961,0
2019-07-12 11:38:43,1023.9961,0
2019-07-12 11:38:42,1023.9961,0
2019-07-12 11:38:41,1023.9961,0
2019-07-12 11:38:40,1023.9961,0
2019-07-12 11:38:39,1023.9961,0
2019-07-12 11:38:38,1023.9961,0
2019-07-12 11:38:37,1023.9961,0
2019-07-12 11:38:36,1023.9961,0
2019-07-12 11:38:35,1023.9961,0
2019-07-12 11:38:34,1023.9961,0
