time,uptime
2019-07-12 11:38:43,1085.001
2019-07-12 11:38:42,1084
2019-07-12 11:38:41,1083.002
2019-07-12 11:38:40,1082.002
2019-07-12 11:38:39,1081
2019-07-12 11:38:38,1080
2019-07-12 11:38:37,1079.001
2019-07-12 11:38:36,1078.006
2019-07-12 11:38:35,1077.001
2019-07-12 11:38:34,1076.002
2019-07-12 11:38:33,1075.001
2019-07-12 11:38:32,1074
2019-07-12 11:38:31,1073.001
2019-07-12 11:38:30,1072
2019-07-12 11:38:29,1071.002
2019-07-12 11:38:28,1070.007
2019-07-12 11:38:27,1069.004
2019-07-12 11:38:26,1068.002
2019-07-12 11:38:25,1067
2019-07-12 11:38:24,1066.002
2019-07-12 11:38:23,1065.002
2019-07-12 11:38:22,1064.001
2019-07-12 11:38:21,1063.002
2019-07-12 11:38:20,1062.004
2019-07-12 11:38:19,1061.005
2019-07-12 11:38:18,1060.001
2019-07-12 11:38:17,1059
2019-07-12 11:38:16,1058.008
2019-07-12 11:38:15,1057
2019-07-12 11:38:14,1056.002
2019-07-12 11:38:13,1055.009
2019-07-12 11:38:12,1054.007
2019-07-12 11:38:11,1053.002
2019-07-12 11:38:10,1052.002
2019-07-12 11:38:09,1051.004
2019-07-12 11:38:08,1050
2019-07-12 11:38:07,1049.001
2019-07-12 11:38:06,1048.001
2019-07-12 11:38:05,1047.001
2019-07-12 11:38:04,1046
2019-07-12 11:38:03,1045.001
2019-07-12 11:38:02,1044.001
2019-07-12 11:38:01,1043.004
2019-07-12 11:38:00,1042
2019-07-12 11:37:59,1041.005
2019-07-12 11:37:58,1040
2019-07-12 11:37:57,1039.001
2019-07-12 11:37:56,1038
2019-07-12 11:37:55,1037.007
2019-07-12 11:37:54,1036
2019-07-12 11:37:53,1035.001
2019-07-12 11:37:52,1034.004
2019-07-12 11:37:51,1033
2019-07-12 11:37:50,1032.001
2019-07-12 11:37:49,1031.004
2019-07-12 11:37:48,1030.003
2019-07-12 11:37:47,1029.002
2019-07-12 11:37:46,1028.001
2019-07-12 11:37:45,1027.002
2019-07-12 11:37:44,1026
2019-07-12 11:37:43,1025.008
2019-07-12 11:37:42,1024.003
2019-07-12 11:37:41,1023.008
2019-07-12 11:37:40,1022.003
2019-07-12 11:37:39,1021.001
2019-07-12 11:37:38,1020.005
2019-07-12 11:37:37,1019.001
2019-07-12 11:37:36,1018.002
2019-07-12 11:37:35,1017.005
2019-07-12 11:37:34,1016.003
2019-07-12 11:37:33,1015.001
2019-07-12 11:37:32,1014.004
2019-07-12 11:37:31,1013.004
2019-07-12 11:37:30,1012.002
2019-07-12 11:37:29,1011
2019-07-12 11:37:28,1010.004
2019-07-12 11:37:27,1009.001
2019-07-12 11:37:26,1008.002
2019-07-12 11:37:25,1007.001
2019-07-12 11:37:24,1006.002
2019-07-12 11:37:23,1005.01
2019-07-12 11:37:22,1004.001
2019-07-12 11:37:21,1003
2019-07-12 11:37:20,1002
2019-07-12 11:37:19,1001.001
2019-07-12 11:37:18,1000.001
2019-07-12 11:37:17,999.006
2019-07-12 11:37:16,998.001
2019-07-12 11:37:15,997.002
2019-07-12 11:37:14,996
2019-07-12 11:37:13,995.007
2019-07-12 11:37:12,994.008
2019-07-12 11:37:11,993.002
2019-07-12 11:37:10,992.001
2019-07-12 11:37:09,991.001
2019-07-12 11:37:08,990.008
2019-07-12 11:37:07,989.003
2019-07-12 11:37:06,988.001
2019-07-12 11:37:05,987.015
2019-07-12 11:37:04,986
2019-07-12 11:37:03,985.023
2019-07-12 11:37:02,984
2019-07-12 11:37:01,983
2019-07-12 11:37:00,982.003
2019-07-12 11:36:59,981.001
2019-07-12 11:36:58,980
2019-07-12 11:36:57,979.001
2019-07-12 11:36:56,978
2019-07-12 11:36:55,977.001
2019-07-12 11:36:54,976.002
2019-07-12 11:36:53,975
2019-07-12 11:36:52,974.001
2019-07-12 11:36:51,973.003
2019-07-12 11:36:50,972.006
2019-07-12 11:36:49,971.002
2019-07-12 11:36:48,970.009
2019-07-12 11:36:47,969
2019-07-12 11:36:46,968.005
2019-07-12 11:36:45,967.001
2019-07-12 11:36:44,966.005
2019-07-12 11:36:43,965.001
2019-07-12 11:36:42,964.007
2019-07-12 11:36:41,963
2019-07-12 11:36:40,962.002
2019-07-12 11:36:39,961.006
2019-07-12 11:36:38,960.002
2019-07-12 11:36:37,959.002
2019-07-12 11:36:36,958.001
2019-07-12 11:36:35,957.001
2019-07-12 11:36:34,956
2019-07-12 11:36:33,955
2019-07-12 11:36:32,954.002
2019-07-12 11:36:31,953.001
2019-07-12 11:36:30,952.002
2019-07-12 11:36:29,951
2019-07-12 11:36:28,950.001
2019-07-12 11:36:27,949.002
2019-07-12 11:36:26,948.002
2019-07-12 11:36:25,947.001
2019-07-12 11:36:24,946.004
2019-07-12 11:36:23,945.004
2019-07-12 11:36:22,944.003
2019-07-12 11:36:21,943.007
2019-07-12 11:36:20,942.003
2019-07-12 11:36:19,941.003
2019-07-12 11:36:18,940.001
2019-07-12 11:36:17,939
2019-07-12 11:36:16,938.011
2019-07-12 11:36:15,937
2019-07-12 11:36:14,936.001
2019-07-12 11:36:13,935.001
2019-07-12 11:36:12,934.001
2019-07-12 11:36:11,933.002
2019-07-12 11:36:10,932.001
2019-07-12 11:36:09,931.002
2019-07-12 11:36:08,930.01
2019-07-12 11:36:07,929
2019-07-12 11:36:06,928.005
2019-07-12 11:36:05,927
2019-07-12 11:36:04,926.002
2019-07-12 11:36:03,925.005
2019-07-12 11:36:02,924.001
2019-07-12 11:36:01,923.004
2019-07-12 11:36:00,922.001
2019-07-12 11:35:59,921.001
2019-07-12 11:35:58,920.002
2019-07-12 11:35:57,919
2019-07-12 11:35:56,918.003
2019-07-12 11:35:55,917.001
2019-07-12 11:35:54,916.002
2019-07-12 11:35:53,915.001
2019-07-12 11:35:52,914.001
2019-07-12 11:35:51,913.002
2019-07-12 11:35:50,912.004
2019-07-12 11:35:49,911.006
2019-07-12 11:35:48,910.003
2019-07-12 11:35:47,909.001
2019-07-12 11:35:46,908
2019-07-12 11:35:45,907.006
2019-07-12 11:35:44,906.002
2019-07-12 11:35:43,905.006
2019-07-12 11:35:42,904.002
2019-07-12 11:35:41,903
2019-07-12 11:35:40,902
2019-07-12 11:35:39,901.008
2019-07-12 11:35:38,900.002
2019-07-12 11:35:37,899.002
2019-07-12 11:35:36,898
2019-07-12 11:35:35,897
2019-07-12 11:35:34,896
2019-07-12 11:35:33,895.002
2019-07-12 11:35:32,894.001
2019-07-12 11:35:31,893.001
2019-07-12 11:35:30,892.005
2019-07-12 11:35:29,891.001
2019-07-12 11:35:28,890
2019-07-12 11:35:27,889.002
2019-07-12 11:35:26,888
2019-07-12 11:35:25,887.002
2019-07-12 11:35:24,886.006
2019-07-12 11:35:23,885
2019-07-12 11:35:22,884
2019-07-12 11:35:21,883.001
2019-07-12 11:35:20,882.004
2019-07-12 11:35:19,881.001
2019-07-12 11:35:18,880
2019-07-12 11:35:17,879.001
2019-07-12 11:35:16,878.003
2019-07-12 11:35:15,877.01
2019-07-12 11:35:14,876.001
2019-07-12 11:35:13,875.004
2019-07-12 11:35:12,874.004
2019-07-12 11:35:11,873.001
2019-07-12 11:35:10,872
2019-07-12 11:35:09,871.001
2019-07-12 11:35:08,870.003
2019-07-12 11:35:07,869.001
2019-07-12 11:35:06,868.001
2019-07-12 11:35:05,867.007
2019-07-12 11:35:04,866.003
2019-07-12 11:35:03,865.001
2019-07-12 11:35:02,864.002
2019-07-12 11:35:01,863.004
2019-07-12 11:35:00,862.003
2019-07-12 11:34:59,861
2019-07-12 11:34:58,860.002
2019-07-12 11:34:57,859.003
2019-07-12 11:34:56,858.002
2019-07-12 11:34:55,857
2019-07-12 11:34:54,856.001
2019-07-12 11:34:53,855.001
2019-07-12 11:34:52,854.002
2019-07-12 11:34:51,853.002
2019-07-12 11:34:50,852.002
2019-07-12 11:34:49,851
2019-07-12 11:34:48,850.001
2019-07-12 11:34:47,849
2019-07-12 11:34:46,848.003
2019-07-12 11:34:45,847
2019-07-12 11:34:44,846.002
2019-07-12 11:34:43,845.001
2019-07-12 11:34:42,844.004
2019-07-12 11:34:41,843.008
2019-07-12 11:34:40,842.002
2019-07-12 11:34:39,841.003
2019-07-12 11:34:38,840.002
2019-07-12 11:34:37,839.001
2019-07-12 11:34:36,838.005
2019-07-12 11:34:35,837.001
2019-07-12 11:34:34,836.001
2019-07-12 11:34:33,835
2019-07-12 11:34:32,834.002
2019-07-12 11:34:31,833.002
2019-07-12 11:34:30,832
2019-07-12 11:34:29,831.001
2019-07-12 11:34:28,830
2019-07-12 11:34:27,829
2019-07-12 11:34:26,828
2019-07-12 11:34:25,827.001
2019-07-12 11:34:24,826.002
2019-07-12 11:34:23,825.001
2019-07-12 11:34:22,824
2019-07-12 11:34:21,823.008
2019-07-12 11:34:20,822.001
2019-07-12 11:34:19,821
2019-07-12 11:34:18,820
2019-07-12 11:34:17,819.001
2019-07-12 11:34:16,818.001
2019-07-12 11:34:15,817.006
2019-07-12 11:34:14,816
2019-07-12 11:34:13,815.003
2019-07-12 11:34:12,814
2019-07-12 11:34:11,813.001
2019-07-12 11:34:10,812.001
2019-07-12 11:34:09,811
2019-07-12 11:34:08,810
2019-07-12 11:34:07,809.006
2019-07-12 11:34:06,808.003
2019-07-12 11:34:05,807.001
2019-07-12 11:34:04,806.001
2019-07-12 11:34:03,805.007
2019-07-12 11:34:02,804.002
2019-07-12 11:34:01,803.002
2019-07-12 11:34:00,802.002
2019-07-12 11:33:59,801.003
2019-07-12 11:33:58,800.006
2019-07-12 11:33:57,799
2019-07-12 11:33:56,798.002
2019-07-12 11:33:55,797.005
2019-07-12 11:33:54,796
2019-07-12 11:33:53,795.001
2019-07-12 11:33:52,794.008
2019-07-12 11:33:51,793.001
2019-07-12 11:33:50,792.001
2019-07-12 11:33:49,791
2019-07-12 11:33:48,790.004
2019-07-12 11:33:47,789
2019-07-12 11:33:46,788.01
2019-07-12 11:33:45,787.011
2019-07-12 11:33:44,786
2019-07-12 11:33:43,785
2019-07-12 11:33:42,784.006
2019-07-12 11:33:41,783.001
2019-07-12 11:33:40,782.006
2019-07-12 11:33:39,781
2019-07-12 11:33:38,780.009
2019-07-12 11:33:37,779.001
2019-07-12 11:33:36,778.006
2019-07-12 11:33:35,777.01
2019-07-12 11:33:34,776.005
2019-07-12 11:33:33,775
2019-07-12 11:33:32,774.002
2019-07-12 11:33:31,773.006
2019-07-12 11:33:30,772.002
2019-07-12 11:33:29,771
2019-07-12 11:33:28,770.002
2019-07-12 11:33:27,769.008
2019-07-12 11:33:26,768.006
2019-07-12 11:33:25,767.006
2019-07-12 11:33:24,766.002
2019-07-12 11:33:23,765.002
2019-07-12 11:33:22,764.008
2019-07-12 11:33:21,763
2019-07-12 11:33:20,762.006
2019-07-12 11:33:19,761.009
2019-07-12 11:33:18,760.003
2019-07-12 11:33:17,759.007
2019-07-12 11:33:16,758.001
2019-07-12 11:33:15,757
2019-07-12 11:33:14,756
2019-07-12 11:33:13,755.009
2019-07-12 11:33:12,754.002
2019-07-12 11:33:11,753.001
2019-07-12 11:33:10,752.002
2019-07-12 11:33:09,751.004
2019-07-12 11:33:08,750
2019-07-12 11:33:07,749.001
2019-07-12 11:33:06,748.002
2019-07-12 11:33:05,747.006
2019-07-12 11:33:04,746.001
2019-07-12 11:33:03,745
2019-07-12 11:33:02,744.001
2019-07-12 11:33:01,743.006
2019-07-12 11:33:00,742.002
2019-07-12 11:32:59,741.002
2019-07-12 11:32:58,740
2019-07-12 11:32:57,739.003
2019-07-12 11:32:56,738.002
2019-07-12 11:32:55,737.01
2019-07-12 11:32:54,736.006
2019-07-12 11:32:53,735.002
2019-07-12 11:32:52,734.003
2019-07-12 11:32:51,733.009
2019-07-12 11:32:50,732
2019-07-12 11:32:49,731.001
2019-07-12 11:32:48,730.008
2019-07-12 11:32:47,729.001
2019-07-12 11:32:46,728
2019-07-12 11:32:45,727.007
2019-07-12 11:32:44,726.002
2019-07-12 11:32:43,725.003
2019-07-12 11:32:42,724
2019-07-12 11:32:41,723.008
2019-07-12 11:32:40,722.002
2019-07-12 11:32:39,721.007
2019-07-12 11:32:38,720
2019-07-12 11:32:37,719.001
2019-07-12 11:32:36,718.003
2019-07-12 11:32:35,717.007
2019-07-12 11:32:34,716.001
2019-07-12 11:32:33,715.002
2019-07-12 11:32:32,714.001
2019-07-12 11:32:31,713.002
2019-07-12 11:32:30,712.009
2019-07-12 11:32:29,711.001
2019-07-12 11:32:28,710.003
2019-07-12 11:32:27,709.001
2019-07-12 11:32:26,708.007
2019-07-12 11:32:25,707.002
2019-07-12 11:32:24,706.001
2019-07-12 11:32:23,705.001
2019-07-12 11:32:22,704.009
2019-07-12 11:32:21,703.001
2019-07-12 11:32:20,702
2019-07-12 11:32:19,701
2019-07-12 11:32:18,700
2019-07-12 11:32:17,699.01
2019-07-12 11:32:16,698
2019-07-12 11:32:15,697
2019-07-12 11:32:14,696
2019-07-12 11:32:13,695.001
2019-07-12 11:32:12,694.002
2019-07-12 11:32:11,693
2019-07-12 11:32:10,692.001
2019-07-12 11:32:09,691.005
2019-07-12 11:32:08,690.001
2019-07-12 11:32:07,689.004
2019-07-12 11:32:06,688.005
2019-07-12 11:32:05,687.003
2019-07-12 11:32:04,686
2019-07-12 11:32:03,685.001
2019-07-12 11:32:02,684.002
2019-07-12 11:32:01,683
2019-07-12 11:32:00,682.007
2019-07-12 11:31:59,681.002
2019-07-12 11:31:58,680
2019-07-12 11:31:57,679.001
2019-07-12 11:31:56,678.003
2019-07-12 11:31:55,677.009
2019-07-12 11:31:54,676.002
2019-07-12 11:31:53,675.007
2019-07-12 11:31:52,674.002
2019-07-12 11:31:51,673
2019-07-12 11:31:50,672
2019-07-12 11:31:49,671.002
2019-07-12 11:31:48,670.008
2019-07-12 11:31:47,669.001
2019-07-12 11:31:46,668.002
2019-07-12 11:31:45,667
2019-07-12 11:31:44,666.003
2019-07-12 11:31:43,665.001
2019-07-12 11:31:42,664.002
2019-07-12 11:31:41,663.011
2019-07-12 11:31:40,662.001
2019-07-12 11:31:39,661.001
2019-07-12 11:31:38,660.007
2019-07-12 11:31:37,659.011
2019-07-12 11:31:36,658.008
2019-07-12 11:31:35,657
2019-07-12 11:31:34,656
2019-07-12 11:31:33,655.002
2019-07-12 11:31:32,654.001
2019-07-12 11:31:31,653
2019-07-12 11:31:30,652.006
2019-07-12 11:31:29,651.002
2019-07-12 11:31:28,650
2019-07-12 11:31:27,649.005
2019-07-12 11:31:26,648.001
2019-07-12 11:31:25,647
2019-07-12 11:31:24,646.008
2019-07-12 11:31:23,645.001
2019-07-12 11:31:22,644.01
2019-07-12 11:31:21,643.001
2019-07-12 11:31:20,642.001
2019-07-12 11:31:19,641.001
2019-07-12 11:31:18,640.008
2019-07-12 11:31:17,639.001
2019-07-12 11:31:16,638
2019-07-12 11:31:15,637.002
2019-07-12 11:31:14,636.001
2019-07-12 11:31:13,635
2019-07-12 11:31:12,634.01
2019-07-12 11:31:11,633.001
2019-07-12 11:31:10,632
2019-07-12 11:31:09,631.001
2019-07-12 11:31:08,630.006
2019-07-12 11:31:07,629
2019-07-12 11:31:06,628.001
2019-07-12 11:31:05,627.006
2019-07-12 11:31:04,626.003
2019-07-12 11:31:03,625.001
2019-07-12 11:31:02,624.006
2019-07-12 11:31:01,623
2019-07-12 11:31:00,622.006
2019-07-12 11:30:59,621
2019-07-12 11:30:58,620.004
2019-07-12 11:30:57,619.007
2019-07-12 11:30:56,618
2019-07-12 11:30:55,617.001
2019-07-12 11:30:54,616
2019-07-12 11:30:53,615.01
2019-07-12 11:30:52,614
2019-07-12 11:30:51,613.003
2019-07-12 11:30:50,612.002
2019-07-12 11:30:49,611
2019-07-12 11:30:48,610.002
2019-07-12 11:30:47,609.003
2019-07-12 11:30:46,608.002
2019-07-12 11:30:45,607.001
2019-07-12 11:30:44,606
2019-07-12 11:30:43,605.001
2019-07-12 11:30:42,604.009
2019-07-12 11:30:41,603.001
2019-07-12 11:30:40,602.008
2019-07-12 11:30:39,601.002
2019-07-12 11:30:38,600.001
2019-07-12 11:30:37,599.007
2019-07-12 11:30:36,598.003
2019-07-12 11:30:35,597
2019-07-12 11:30:34,596.001
2019-07-12 11:30:33,595.002
2019-07-12 11:30:32,594
2019-07-12 11:30:31,593.008
2019-07-12 11:30:30,592.003
2019-07-12 11:30:29,591.007
2019-07-12 11:30:28,590.002
2019-07-12 11:30:27,589.007
2019-07-12 11:30:26,588.01
2019-07-12 11:30:25,587
2019-07-12 11:30:24,586.008
2019-07-12 11:30:23,585.001
2019-07-12 11:30:22,584
2019-07-12 11:30:21,583.002
2019-07-12 11:30:20,582.002
2019-07-12 11:30:19,581.003
2019-07-12 11:30:18,580.012
2019-07-12 11:30:17,579.001
2019-07-12 11:30:16,578.006
2019-07-12 11:30:15,577.002
2019-07-12 11:30:14,576.002
2019-07-12 11:30:13,575.001
2019-07-12 11:30:12,574.002
2019-07-12 11:30:11,573.001
2019-07-12 11:30:10,572.002
2019-07-12 11:30:09,571.002
2019-07-12 11:30:08,570
2019-07-12 11:30:07,569.006
2019-07-12 11:30:06,568.002
2019-07-12 11:30:05,567.01
2019-07-12 11:30:04,566.002
2019-07-12 11:30:03,565.001
2019-07-12 11:30:02,564
2019-07-12 11:30:01,563.007
2019-07-12 11:30:00,562.004
2019-07-12 11:29:59,561.001
2019-07-12 11:29:58,560.001
2019-07-12 11:29:57,559.003
2019-07-12 11:29:56,558.006
2019-07-12 11:29:55,557.011
2019-07-12 11:29:54,556
2019-07-12 11:29:53,555.001
2019-07-12 11:29:52,554.007
2019-07-12 11:29:51,553.001
2019-07-12 11:29:50,552.001
2019-07-12 11:29:49,551.003
2019-07-12 11:29:48,550.001
2019-07-12 11:29:47,549
2019-07-12 11:29:46,548.002
2019-07-12 11:29:45,547.004
2019-07-12 11:29:44,546
2019-07-12 11:29:43,545.006
2019-07-12 11:29:42,544.001
2019-07-12 11:29:41,543.008
2019-07-12 11:29:40,542.001
2019-07-12 11:29:39,541.001
2019-07-12 11:29:38,540.002
2019-07-12 11:29:37,539.007
2019-07-12 11:29:36,538
2019-07-12 11:29:35,537.006
2019-07-12 11:29:34,536.002
2019-07-12 11:29:33,535.001
2019-07-12 11:29:32,534.006
2019-07-12 11:29:31,533.012
2019-07-12 11:29:30,532.011
2019-07-12 11:29:29,531.011
2019-07-12 11:29:28,530
2019-07-12 11:29:27,529.012
2019-07-12 11:29:26,528
2019-07-12 11:29:25,527.01
2019-07-12 11:29:24,526.004
2019-07-12 11:29:23,525.009
2019-07-12 11:29:22,524.001
2019-07-12 11:29:21,523.017
2019-07-12 11:29:20,522.002
2019-07-12 11:29:19,521.012
2019-07-12 11:29:18,520.007
2019-07-12 11:29:17,519
2019-07-12 11:29:16,518.002
2019-07-12 11:29:15,517
2019-07-12 11:29:14,516.001
2019-07-12 11:29:13,515.006
2019-07-12 11:29:12,514.011
2019-07-12 11:29:11,513.002
2019-07-12 11:29:10,512.011
2019-07-12 11:29:09,511
2019-07-12 11:29:08,510.001
2019-07-12 11:29:07,509.002
2019-07-12 11:29:06,508.01
2019-07-12 11:29:05,507.009
2019-07-12 11:29:04,506.001
2019-07-12 11:29:03,505.002
2019-07-12 11:29:02,504.001
2019-07-12 11:29:01,503.002
2019-07-12 11:29:00,502.001
2019-07-12 11:28:59,501.002
2019-07-12 11:28:58,500.003
2019-07-12 11:28:57,499.004
2019-07-12 11:28:56,498.001
2019-07-12 11:28:55,497.002
2019-07-12 11:28:54,496.008
2019-07-12 11:28:53,495.001
2019-07-12 11:28:52,494.002
2019-07-12 11:28:51,493.01
2019-07-12 11:28:50,492.012
2019-07-12 11:28:49,491.002
2019-07-12 11:28:48,490.001
2019-07-12 11:28:47,489.001
2019-07-12 11:28:46,488.001
2019-07-12 11:28:45,487.002
2019-07-12 11:28:44,486.007
2019-07-12 11:28:43,485.007
2019-07-12 11:28:42,484.009
2019-07-12 11:28:41,483
